Symbol,ETF Name,Prev. Close,Todays Range,ROI (TTM),Open,52 wk Range,Dividends (TTM),Volume,Market Cap,Dividend Yield,Average Vol. (3m),Total Assets,Beta,1-Year Change,Shares Outstanding,Asset Class,Name,Last,Chg. %,Vol.,Time,Date
SPDV,AAM S&P 500 Sector High Dividend,21.61,21.96 - 22.01,,21.75,15.21 - 27.71,,12348.0,,,4387.0,,,- 21.56%,,Equity,,,,,,2020-11-03
EEMD,AAM S&P EM Sector High Dividend,17.95,18.08 - 18.08,,18.08,13.76 - 23.08,,,,,3538.0,,,- 15.69%,,Equity,,,,,,2020-11-03
ZIG,The Acquirers Fund,21.73,21.97 - 21.97,,21.75,17.19 - 27.79,,2543.0,,,8679.0,,,- 15.94%,,Equity,,,,,,2020-11-03
HDGE,Ranger Equity Bear,4.33,4.19 - 4.25,,4.27,4.14 - 7.95,,475711.0,,,796335.0,163390000.0,,- 29.82%,,Equity,,,,,,2020-11-03
DWSH,AdvisorShares Dorsey Wright Short,17.44,16.8 - 17.11,,17.08,15.5 - 45.92,,228136.0,,,147294.0,,,- 30.7%,,Equity,,,,,,2020-11-03
YOLO,AdvisorShares Pure Cannabis,12.01,12.05 - 12.25,,12.36,5.65 - 13.73,,137728.0,,,90823.0,,,- 10.04%,,Equity,,,,,,2020-11-03
CWS,AdvisorShares Focused Equity,38.54,39.4 - 39.4,,38.59,25.72 - 41.19,,1962.0,,,1453.0,,,11.87%,,Equity,,,,,,2020-11-03
AADR,WCM/BNY Mellon Focused Growth ADR,54.23,53.32 - 53.33,,53.8,33.75 - 58.99,,,,,6603.0,23330000.0,,5.38%,,Equity,,,,,,2020-11-03
HYLD,Peritus High Yield,30.22,30.17 - 30.2,,30.29,24.02 - 34.26,,13603.0,,,15877.0,196980000.0,,- 10.47%,,,,,,,,2020-11-03
MINC,Newfleet Multi-Sector Income,48.76,48.73 - 48.73,,48.73,42.72 - 49.12,,,,,2438.0,255550000.0,,0.31%,,,,,,,,2020-11-03
ACT,AdvisorShares Vice ETF,27.27,27.04 - 27.16,,27.16,16.16 - 28.16,,,,,2295.0,,,13%,,Equity,,,,,,2020-11-03
FLRT,AdvisorShares Pacific Asset Enhanced Fl Rate,47.94,47.89 - 47.89,,47.89,38.88 - 50.41,,,,,324.0,27380000.0,,- 1.52%,,Other,,,,,,2020-11-03
DBLV,AdvisorShares Wilshire Buyback,71.98,72.26 - 72.42,,72.42,48.3 - 77.49,,,,,984.0,152610000.0,,1.23%,,Equity,,,,,,2020-11-03
HOLD,AdvisorShares Sage Core Reserves,98.81,98.83 - 98.87,,98.84,93.52 - 100.35,,,,,5053.0,86990000.0,,- 1.01%,,,,,,,,2020-11-03
FWDB,Madrona Global Bond,25.8,25.81 - 25.82,,25.81,23.18 - 27.29,,,,,2185.0,19080000.0,,- 0.58%,,,,,,,,2020-11-03
DWMC,AdvisorShares Dorsey Wright Micro-Cap,22.0,22 - 22,,22.0,13.03 - 25.42,,,,,364.0,,,1.29%,,Equity,,,,,,2020-11-03
SCAP,AdvisorShares Cornerstone Small Cap,26.86,27.09 - 27.09,,27.09,21.79 - 38.65,,,,,2.0,3370000.0,,- 24.33%,,Equity,,,,,,2020-11-03
VEGA,Star Global Buy-Write,34.78,34.86 - 34.86,,34.86,25.27 - 36.15,,,,,865.0,17480000.0,,5.13%,,Other,,,,,,2020-11-03
FNG,AdvisorShares New Tech and Media,10.27,10.39 - 10.45,,10.6,9.94 - 16.69,,,,,10845.0,,,0.38%,,Equity,,,,,,2020-11-03
BKCH,AdvisorShares Sabretooth Digital Ledger,25.69,24.9 - 25.56,,25.52,24.45 - 28.96,,,,,1007.0,,,0%,,Equity,,,,,,2020-11-03
AFIF,Anfield Universal Fixed Income,9.75,9.79 - 9.79,,9.77,9.11 - 10.77,,,,,81658.0,,,0.93%,,,,,,,,2020-11-03
GLIF,AGFiQ Global Infrastructure,23.42,23.46 - 23.46,,23.46,17.78 - 28.21,,,,,331.0,,,- 10.01%,,Equity,,,,,,2020-11-03
USHG,AGFiQ Dynamic Hedged U.S. Equity,30.2,30.25 - 30.25,,30.25,21.32 - 30.92,,,,,184.0,,,12.2%,,Equity,,,,,,2020-11-03
VMOT,Alpha Architect Value Momentum Trend,23.45,23.67 - 23.69,,23.45,19.7 - 25.75,,15766.0,,,6780.0,,,- 3.3%,,Equity,,,,,,2020-11-03
QMOM,MomentumShares U.S. Quantitative Momentum,40.61,41.08 - 41.75,,41.05,21.5 - 45.89,,4527.0,,,11038.0,,,32.04%,,Equity,,,,,,2020-11-03
IMOM,MomentumShares International Quantitative Momentum,28.0,28.51 - 28.68,,28.0,17.14 - 30.43,,8792.0,,,13354.0,,,6.52%,,Equity,,,,,,2020-11-03
FRDM,Alpha Architect Freedom 100 Emerging Markets,25.18,25.76 - 25.76,,25.72,16.86 - 28.46,,390.0,,,3131.0,,,- 5.52%,,Equity,,,,,,2020-11-03
AMLP,ALPS Alerian MLP,20.94,21.08 - 21.6,13%,21.27,3.24 - 44.65,5.32,2920047.0,3590000000.0,14.45%,2590869.0,8039999999.999999,1.95,- 51.43%,151282420.0,Equity,ALPS Alerian MLP,21.17,+1.10%,2.92M,15:59:58,2020-11-03
SDOG,ALPS Sector Dividend Dogs,38.98,39.48 - 39.82,,39.42,26.12 - 47.63,,64671.0,,,93259.0,2063000000.0000002,,- 13.68%,,Equity,,,,,,2020-11-03
IDOG,ALPS Internatl Sector Dividends Dogs,21.14,21.65 - 21.7,,21.52,16.77 - 28.02,,43332.0,,,45305.0,167900000.0,,- 22.07%,,Equity,,,,,,2020-11-03
RIGS,ALPS RiverFront Strategic Income,24.59,24.58 - 24.58,,24.58,18.23 - 25.3,,8840.0,,,17172.0,330550000.0,,- 1.52%,,,,,,,,2020-11-03
SBIO,ALPS Medical Breakthroughs,43.68,43.87 - 45,,44.06,25.1 - 45.4,,39784.0,,,36224.0,100500000.0,,21.43%,,Equity,,,,,,2020-11-03
SGDJ,ALPS Sprott Junior Gold Miners,45.32,46.5 - 46.5,,46.31,16.52 - 51.35,,13209.0,,,28617.0,58690000.0,,39.24%,,Equity,,,,,,2020-11-03
SGDM,ALPS Sprott Gold Miners,32.95,33.34 - 33.75,,33.38,13.79 - 39.41,,20915.0,,,48105.0,224230000.0,,37.64%,,Equity,,,,,,2020-11-03
ACES,ALPS Clean Energy,57.18,58.09 - 59.15,,58.45,23.57 - 62.49,,99285.0,,,75818.0,,,82.43%,,Equity,,,,,,2020-11-03
DTEC,ALPS Disruptive Technologies,37.86,38.33 - 38.76,,38.33,22.24 - 41.5,,20763.0,,,21680.0,,,24.6%,,Equity,,,,,,2020-11-03
ENFR,ALPS Alerian Energy Infrastructure,12.33,12.52 - 12.53,,12.51,7.46 - 21.42,,9204.0,,,29501.0,29330000.0,,- 38.9%,,Equity,,,,,,2020-11-03
EDOG,ALPS Emerging Sector Dividend Dogs,18.38,18.67 - 18.7,,18.61,13.43 - 22.47,,6558.0,,,3580.0,21420000.0,,- 12.77%,,Equity,,,,,,2020-11-03
BFOR,ALPS Barron’s 400,43.11,44.07 - 44.1,,43.51,26.12 - 45.21,,1190.0,,,3809.0,188420000.0,,5.25%,,Equity,,,,,,2020-11-03
EQL,ALPS Equal Sector Weight,76.35,75.3 - 75.92,,75.68,51.33 - 83.13,,,,,6826.0,147000000.0,,- 2.12%,,Equity,,,,,,2020-11-03
GRI,Cohen & Steers Global Reality Majors,47.98,48.19 - 48.42,,48.2,47.1 - 48.69,,,,,4677.0,80410000.0,,- 1.63%,,Other,,,,,,2020-11-03
VALQ,American Century STOXX U.S. Quality Value,37.02,36.67 - 36.83,,36.68,26.78 - 44.08,,,,,5694.0,,,- 12.13%,,Equity,,,,,,2020-11-03
KORP,American Century Diversified Corporate Bond,52.44,52.49 - 52.49,,52.49,45.74 - 53.3,,5421.0,,,5403.0,,,2.43%,,,,,,,,2020-11-03
SWAN,Amplify BlackSwan Growth & Treasury Core,31.0,31.18 - 31.36,,31.1,26.39 - 33.24,,95372.0,,,258969.0,,,7.42%,,Equity,,,,,,2020-11-03
BLOK,Amplify Transformational Data Sharing,24.77,25.08 - 25.16,,24.83,13.04 - 26.25,,50103.0,,,53600.0,,,35%,,Equity,,,,,,2020-11-03
IBUY,Amplify Online Retail,90.33,90.11 - 92.79,,91.01,33.11 - 98.99,,182887.0,,,250610.0,8450000.0,,86.61%,,Equity,,,,,,2020-11-03
DIVO,Amplify YieldShares CWP Dividend Option Income,29.63,30.12 - 30.31,,30.27,21.39 - 32.82,,24211.0,,,68707.0,3820000.0,,- 3.33%,,Equity,,,,,,2020-11-03
CNBS,Amplify Seymour Cannabis,12.49,12.54 - 12.81,,12.75,6.48 - 16.32,,17909.0,,,6970.0,,,- 22.14%,,Equity,,,,,,2020-11-03
EASI,Amplify EASI Tactical Growth,21.12,21.03 - 21.11,,21.11,18.71 - 28.51,,,,,5051.0,,,- 14.66%,,Equity,,,,,,2020-11-03
LEND,Amplify CrowdBureau(R) Peer-to-Peer Lending & Crow,13.64,13.9 - 13.9,,13.19,10 - 21,,,,,577.0,,,- 32.29%,,Equity,,,,,,2020-11-03
BATT,Amplify Advanced Battery Metals and Materials,11.26,11.35 - 11.49,,11.36,5.91 - 12,,17355.0,,,16941.0,,,4.54%,,Equity,,,,,,2020-11-03
XBUY,Amplify International Online Retail,43.25,42.25 - 42.25,,42.49,18.57 - 44.93,,,,,4991.0,,,57.59%,,Equity,,,,,,2020-11-03
DRSK,Aptus Defined Risk,30.18,30.28 - 30.38,,30.33,25.83 - 31.86,,117641.0,,,107957.0,,,10.15%,,Other,,,,,,2020-11-03
ACIO,Aptus Collared Income Opportunity,26.3,26.59 - 26.75,,26.3,21.24 - 27.74,,30769.0,,,29114.0,,,4.95%,,Equity,,,,,,2020-11-03
ARKK,ARK Innovation,90.8,91 - 93.77,,92.22,33 - 106.15,,2587135.0,,,2438324.0,15670000.0,,100.93%,,Equity,,,,,,2020-11-03
ARKW,ARK Web X.0,111.19,111.08 - 113.9,,112.53,40.49 - 122.17,,723142.0,,,726443.0,19350000.0,,113.89%,,Equity,ARK Web X.0,113.22,+1.83%,723.14K,15:59:58,2020-11-03
ARKG,ARK Genomic Revolution Multi-Sector,65.5,65.02 - 67.58,,66.11,24 - 76.19,,805244.0,,,934718.0,8340000.0,,113.19%,,Equity,,,,,,2020-11-03
ARKQ,ARK Industrial Innovation,58.54,58.94 - 60.64,,59.6,26.19 - 63.98,,346272.0,,,248314.0,20150000.0,,71.99%,,Equity,,,,,,2020-11-03
ARKF,ARK Fintech Innovation,40.89,40.72 - 41.67,,41.02,16.94 - 43.71,,603964.0,,,650915.0,,,81.67%,,Equity,,,,,,2020-11-03
PRNT,The 3D Printing,24.03,24.4 - 24.88,,24.57,13.8 - 26.99,,42954.0,,,35644.0,14900000.0,,11.57%,,Equity,,,,,,2020-11-03
IZRL,ARK Israeli Innovation Hedged,24.48,24.69 - 24.84,,24.69,14 - 27.54,,13657.0,,,37332.0,,,15.2%,,Equity,,,,,,2020-11-03
ARCM,Arrow Reserve Capital Management,100.46,100.39 - 100.46,,100.39,99.12 - 107.21,,,,,727.0,,,0.29%,,Equity,,,,,,2020-11-03
GYLD,Arrow Dow Jones Global Yield,11.14,10.95 - 11.05,,11.13,8.47 - 16.5,,9502.0,,,7639.0,100000000.0,,- 30.95%,,,,,,,,2020-11-03
DWCR,Arrow DWA Country Rotation,27.3,27.3 - 27.34,,27.34,17.38 - 28.87,,,,,2105.0,,,2.25%,,Equity,,,,,,2020-11-03
DOGS,Arrow Dogs of the World,31.96,31.96 - 31.96,,31.96,27.25 - 49.63,,,,,489.0,,,- 28.07%,,Equity,,,,,,2020-11-03
QVM,Arrow QVM Equity Factor,21.69,19.55 - 19.55,,21.0,15.23 - 30.05,,,,,1036.0,3580000.0,,- 32.52%,,Equity,,,,,,2020-11-03
DWAT,Arrow Investments DWA Tactical,10.9,10.9 - 10.9,,10.9,7.87 - 11.71,,2136.0,,,1496.0,9520000.0,,- 4.39%,,Equity,,,,,,2020-11-03
AGO_pf,Assured Guaranty Municipal Holdings Inc,25.48,25.41 - 25.5,,25.41,15 - 26.69,,3876.0,,,3691.0,,,- 1.13%,,Other,,,,,,2020-11-03
SBUG,Barclays Bank iPath Silver ETN,34.06,33.97 - 34.06,,34.06,17 - 41.15,,,,,969.0,,,31.46%,,Commodity,,,,,,2020-11-03
GBUG,Barclays Bank iPath Gold ETN,30.91,31.18 - 31.21,,31.16,23.04 - 34.3,,,,,947.0,,,23.76%,,Commodity,,,,,,2020-11-03
DJP,iPath Bloomberg Commodity Total Return Exp 12 June,19.97,19.93 - 20.06,,20.08,15.61 - 23.16,,132877.0,,,163537.0,957480000.0,,- 11.75%,,Commodity,,,,,,2020-11-03
ATMP,Barclays ETN Plus Select MLP,9.55,9.6 - 9.78,,9.55,5.8 - 18.35,,8096.0,,,83085.0,497800000.0,,- 45.83%,,Equity,,,,,,2020-11-03
